"City","Country","Population","Latitude","Longitude"
"Konëvo","RU",2951,62.121522,39.319207
"Konokovo","RU",7507,44.8616,41.3266
"Konosha","RU",12383,60.9736,40.257
"Konstantinovka","RU",5702,49.616667,127.983333
"Konstantinovo","RU",3565,56.55,38.033333
"Konstantinovskaya","RU",4149,44.835278,40.726944
"Konstantinovskaya","RU",7137,44.045556,43.158333
"Konstantinovskiy","RU",5718,57.830054,39.589891
"Konstantinovsk","RU",18876,47.582778,41.092222
"Konstantinovskoye","RU",5816,45.299167,42.636667
"Konyshevka","RU",4038,51.8418,35.2941
"Kopanskaya","RU",4008,46.277853,38.47955
"Kopeysk","RU",70786,55.131,61.6792
"Kopyevo","RU",4863,54.991389,89.8225
"Korablino","RU",14469,53.916389,40.013333
"Korenëvo","RU",7319,55.671944,38.007778
"Korenovsk","RU",41666,45.468993,39.451364
"Korfovskiy","RU",5652,48.218333,135.056389
"Korkino","RU",40047,54.8913,61.3969
"Korkmaskala","RU",6402,43.023789,47.294364
"Kormilovka","RU",10166,55.002644,74.10281
"Korocha","RU",6081,50.813203,37.185976
"Korsakov","RU",35091,46.632768,142.781296
"Korsakovo","RU",1465,53.267665,37.35689
"Kortkeros","RU",4429,61.810565,51.580564
"Koryazhma","RU",42628,61.31433,47.169136
"Korzhevskiy","RU",3927,45.194136,37.719488
"Kosa","RU",2199,59.944528,54.997704
"Kosaya Gora","RU",17619,54.118956,37.544592
"Kosh-Agach","RU",5732,50,88.666667
"Koshekhabl","RU",7313,44.897222,40.511944
"Koshkeldy","RU",5221,43.250233,46.352658
"Koshki","RU",8086,54.209142,50.467667
"Koshurnikovo","RU",3743,54.166667,93.3
"Kosikha","RU",5612,53.361667,84.582222
"Kosino","RU",2330,58.412719,51.27819
"Koslan","RU",2547,63.456415,48.898912
"Kosmynino","RU",1670,57.550838,40.737585
"Kostek","RU",4137,43.343865,46.854111
"Kosterevo","RU",9350,55.929895,39.614376
"Kostino","RU",3466,58.909656,53.269066
"Kostomuksha","RU",30138,64.686485,30.815064
"Kostroma","RU",277658,57.766468,40.926864
"Kosya","RU",504,58.795629,59.349606
"Kotelnich","RU",26837,58.3089,48.348
"Kotelniki","RU",17601,55.635464,37.844504
"Kotelnikovo","RU",19424,47.63009,43.140682
"Kotlas","RU",59181,61.257452,46.649634
"Kotlyarevskaya","RU",3887,43.573442,44.061344
"Kotovo","RU",26981,50.321128,44.80119
"Kotovsk","RU",33077,52.58666,41.502104
"Kovalevskoye","RU",3139,45.1665,41.0039
"Kovdor","RU",19519,67.566165,30.475758
"Kovernino","RU",6759,57.128177,43.813501
"Kovrov","RU",154226,56.357222,41.319167
"Kovylkino","RU",21838,54.038764,43.913855
"Koyelga","RU",4053,54.652238,60.904895
"Koygorodok","RU",2924,60.444984,50.996802
"Kozelsk","RU",19809,54.037457,35.771589
"Kozhevnikovo","RU",7970,56.258889,83.971389
"Kozhva","RU",3374,65.107269,57.045903
"Kozhym","RU",53,65.734,59.524353
"Kozlovka","RU",13069,55.842837,48.249198
"Kozlovka","RU",3343,50.862222,40.455556
"Kozlovo","RU",4248,56.509771,36.273258
"Kozmodemyansk","RU",22536,56.341898,46.563528
"Kozulka","RU",8663,56.1606,91.3858
"Krapivinskiy","RU",7909,54.9992,86.8133
"Krasavino","RU",7912,60.962251,46.483206
"Kraskino","RU",3369,42.711389,130.779444
"Kraskovo","RU",11832,55.649722,37.987778
"Krasnaya Gora","RU",6468,52.9995,31.6023
"Krasnaya Gorbatka","RU",9225,55.8703,41.7641
"Krasnaya Gorka","RU",4079,55.196168,56.667266
"Krasnaya Gorka","RU",1088,55.386663,46.10925
"Krasnaya Polyana","RU",7828,56.242044,51.14425
"Krasnaya Polyana","RU",3090,45.0548,41.1031
"Krasnaya Polyana","RU",3728,46.112927,41.501569
"Krasnaya Poyma","RU",3113,55.001378,39.079973
"Krasnaya Yaruga","RU",7924,50.800833,35.658333
"Krasnaya Zarya","RU",1802,52.7825,37.680556
"Krasnenkaya","RU",4489,52.760921,41.449989
"Krasnoarmeyskiy","RU",3716,47.0114,42.2072
"Krasnoarmeysk","RU",25689,56.1,38.133333
"Krasnoarmeysk","RU",25841,51.023889,45.696944
"Krasnoarmeyskoye","RU",4296,55.768128,47.172438
"Krasnoarmeyskoye","RU",5403,52.7196,50.0213
"Krasnoborsk","RU",4838,61.559777,45.933956
"Krasnobrodskiy","RU",11565,54.1581,86.4486
"Krasnodar","RU",649860,45.0488,38.9725
"Krasnofarfornyy","RU",1613,59.136403,31.850232
"Krasnogorodsk","RU",4563,56.835685,28.282236
"Krasnogorskiy","RU",13603,54.6025,61.231
"Krasnogorskiy","RU",2994,54.5471,86.281
"Krasnogorskiy","RU",7065,56.1525,48.325833
"Krasnogorsk","RU",92934,55.820356,37.330166
"Krasnogorsk","RU",3304,48.4,142.1
"Krasnogorskoye","RU",6703,52.2953,86.1979
"Krasnogorskoye","RU",4508,57.708286,52.500024
"Krasnogvardeyets","RU",3836,52.6804,52.3635
"Krasnogvardeyskiy","RU",4746,57.379279,62.319523
"Krasnogvardeyskoye","RU",9071,45.099969,39.544536
"Krasnogvardeyskoye","RU",8183,50.6492,38.4036
"Krasnogvardeyskoye","RU",16169,45.846038,41.518852
"Krasnokamensk","RU",4773,54.333889,93.259444
"Krasnokamensk","RU",54317,50.0661,118.1481
"Krasnokamsk","RU",52690,58.080158,55.75411
"Krasnokholm","RU",6041,51.59787,54.156698
"Krasnokholmskiy","RU",8117,55.98729,55.046589
"Krasnokumskoye","RU",13630,44.178056,43.501944
"Krasnolesnyy","RU",5305,51.880716,39.587716
"Krasnomayskiy","RU",5611,57.619405,34.409875
"Krasnoobsk","RU",16894,54.9198,82.9909
"Krasnooktyabrskiy","RU",5491,44.5797,40.0793
"Krasnooktyabrskiy","RU",4254,56.675209,47.664561
"Krasnooktyabrskiy","RU",11080,48.870824,44.758273
"Krasnorechenskiy","RU",3833,44.6265,135.3532
"Krasnoselkup","RU",4025,65.7,82.466667
"Krasnoselskiy","RU",7558,45.391944,40.6075
"Krasnoshchëkovo","RU",5463,51.670833,82.728889
"Krasnoslobodsk","RU",10748,54.425303,43.789634
"Krasnoslobodsk","RU",14334,48.707079,44.577018
"Krasnoturansk","RU",5845,54.318611,91.563889
"Krasnoturinsk","RU",64209,59.7666,60.2086
"Krasnoufimsk","RU",43122,56.605854,57.766856
"Krasnouralsk","RU",27656,58.3638,60.0407
"Krasnousolskiy","RU",11819,53.8894,56.4746
"Krasnovishersk","RU",18185,60.40783,57.081992
"Krasnovka","RU",3966,48.817686,40.092261
"Krasnoyarka","RU",4006,55.3317,73.0912
"Krasnoyarsk-45","RU",71357,56.1124,94.5985
"Krasnoyarsk-66","RU",5142,56.2747,91.5305
"Krasnoyarskaya","RU",5198,47.4955,42.1856
"Krasnoyarskiy","RU",3218,51.965,59.896667
"Krasnoyarsk","RU",907460,56.0091,92.8628
"Krasnoye","RU",2352,50.9297,38.6817
"Krasnoye","RU",3426,54.6068,85.3899
"Krasnoye","RU",3504,46.7373,39.5645
"Krasnoye","RU",4021,52.7295,39.1629
"Krasnoye-na-Volge","RU",7953,57.514826,41.239002
"Krasnoye Selo","RU",43134,59.738333,30.089444
"Krasnozatonskiy","RU",8078,61.675778,50.97939
"Krasnozavodsk","RU",11694,56.45,38.216667
"Krasnozërskoye","RU",10339,53.982774,79.237352
"Krasnoznamensk","RU",3724,54.942222,22.489722
"Krasnyy Bogatyr","RU",1019,56.014528,41.129576
"Krasnyy Bor","RU",4852,59.681944,30.668056
"Krasnyy Chikoy","RU",6824,50.3643,108.7512
"Krasnyye Baki","RU",7810,57.130996,45.159924
"Krasnyye Barrikady","RU",6275,46.2045,47.8535
"Krasnyye Chetai","RU",2954,55.688708,46.138654
"Krasnyye Tkachi","RU",4054,57.492593,39.756286
"Krasnyy Gulyay","RU",3080,54.028214,48.333273
"Krasnyy Kholm","RU",6120,58.060699,37.120318
"Krasnyy Klyuch","RU",2348,55.38625,56.652871
"Krasnyy Kommunar","RU",4167,51.964356,55.3668
"Krasnyy","RU",4590,54.563399,31.432238
"Krasnyy Kurgan","RU",3243,43.942222,42.610833
"Krasnyy Kut","RU",14956,50.95,46.966667
"Krasnyy Luch","RU",1452,57.066761,30.090317
"Krasnyy Mayak","RU",856,56.048906,41.368455
"Krasnyy Oktyabr","RU",4084,55.656667,64.813333
"Krasnyy Oktyabr","RU",3303,51.435725,45.630915
"Krasnyy Oktyabr","RU",1189,56.103468,41.383949
"Krasnyy Profintern","RU",1468,57.744594,40.435015
"Krasnyy Sulin","RU",44134,47.892208,40.070367
"Krasnyy Tekstilshchik","RU",3276,51.360204,45.834816
"Krasnyy Tkach","RU",3166,55.472102,39.080173
"Krasnyy Yar","RU",10876,46.533138,48.345586
"Krasnyy Yar","RU",5322,55.242422,72.926348
"Krasnyy Yar","RU",7664,53.499878,50.39312
"Krasnyy Yar","RU",3095,51.629167,46.421667
"Krasnyy Yar","RU",3128,57.1275,84.530278
"Krasnyy Yar","RU",7727,50.696524,44.72792
"Krasyukovskaya","RU",4316,47.520982,40.079525
"Kratovo","RU",6799,55.597284,38.177429
"Krechevitsy","RU",3287,58.617028,31.40101
"Kremenki","RU",11994,54.88626,37.119553
"Kresttsy","RU",9737,58.245199,32.516475
"Krivodanovka","RU",9006,55.0881,82.6551
"Krivopolyanye","RU",5080,53.230215,39.929734
"Krivosheino","RU",6010,57.343056,83.926111
"Krivyanskaya","RU",10203,47.396248,40.1662
"Kromy","RU",7098,52.687622,35.766646
"Kronshtadt","RU",42987,59.99541,29.766679
"Kropachëvo","RU",5252,55.0112,57.9896
"Kropotkin","RU",1765,58.509444,115.321667
"Kropotkin","RU",79600,45.4375,40.575556
"Krotovka","RU",5398,53.285797,51.168604
"Kruglolesskoye","RU",3249,44.658889,42.814167
"Krutaya Gorka","RU",6779,55.364934,73.223096
"Krutikha","RU",4294,53.9599,81.2093
"Krutinka","RU",7752,56.005503,71.511312
"Krylovskaya","RU",14605,46.319444,39.971111
"Krym","RU",4475,47.300246,39.516371
"Krymsk","RU",57556,44.929336,37.991166
"Ksenyevka","RU",3344,53.5546,118.7255
"Kshenskiy","RU",6504,51.840833,37.713611
"Kstovo","RU",67243,56.147333,44.197871
"Kubachi","RU",2977,42.085983,47.603384
"Kubanskiy","RU",3200,45.929167,40.580556
"Kuba-Taba","RU",3179,43.776111,43.442778
"Kubinka","RU",25942,55.579569,36.703919
"Kudeyevskiy","RU",2872,54.875833,56.756667
"Kudinovo","RU",3381,54.81763,36.637729
"Kudryashovskiy","RU",3935,55.0974,82.7742
"Kudymkar","RU",31597,59.01729,54.655995
"Kugesi","RU",11547,56.028947,47.292551
"Kugulta","RU",5564,45.363611,42.388889
"Kukmor","RU",16795,56.1855,50.8944
"Kukushtan","RU",4870,57.6464,56.4952
"Kulary","RU",4673,43.239722,45.504167
"Kuldur","RU",1896,49.216667,131.633333
"Kulebaki","RU",37623,55.413333,42.5325
"Kuleshovka","RU",14668,47.078023,39.55794
"Kuli","RU",3893,42.018451,47.243422
"Kulotino","RU",3352,58.45,33.383333
"Kuloy","RU",6557,61.030486,42.492519
"Kultayevo","RU",4235,57.894347,55.939159
"Kultuk","RU",4151,51.720833,103.695556
"Kulunda","RU",15345,52.566,78.9385
"Kulzeb","RU",3272,43.172757,47.011287
"Kumëny","RU",5090,58.108866,49.916137
"Kumertau","RU",65322,52.766667,55.783333
"Kuminskiy","RU",2860,58.666667,66.566667
"Kumukh","RU",2658,42.170363,47.116058
"Kumylzhenskaya","RU",8061,49.8809,42.5898
"Kumysh","RU",4306,43.883342,41.893235
"Kunashak","RU",5950,55.7032,61.5498
"Kunerma","RU",157,55.75,108.483333
"Kungur","RU",66390,57.4368,56.9593
"Kungurtug","RU",1820,50.599444,97.522778
"Kunya","RU",3429,56.289805,30.974477
"Kupavna","RU",6636,55.745764,38.131361
"Kupino","RU",16333,54.366349,77.29805
"Kuragino","RU",14076,53.8975,92.6725
"Kurakh","RU",3364,41.584908,47.783062
"Kurchaloy","RU",20903,43.201845,46.088098
"Kurchanskaya","RU",6358,45.198333,37.507222
"Kurchatov","RU",47319,51.6601,35.6521
"Kurdzhinovo","RU",4234,43.988384,40.955186
"Kurganinsk","RU",47682,44.88,40.598611
"Kurgan","RU",343132,55.45,65.333333
"Kuri","RU",4177,56.9171,62.1222
"Kurilsk","RU",2185,45.233333,147.883333
"Kurkent","RU",3224,41.711989,48.11531
"Kurkino","RU",5944,53.425675,38.658239
"Kurlovo","RU",7263,55.432524,40.485388
"Kurmanayevka","RU",4552,52.5093,52.0675
"Kurovskoye","RU",19173,55.581828,38.91994
"Kurovskoy","RU",3648,54.531052,36.019633
"Kursavka","RU",11043,44.4564,42.5093
"Kurskaya","RU",12036,44.05,44.45
"Kursk","RU",409435,51.737329,36.187349
"Kurtamysh","RU",17936,54.910278,64.431944
"Kurumkan","RU",5848,54.3,110.3
"Kurumoch","RU",6443,53.489627,50.037478
"Kurush","RU",7807,41.28413,47.834536
"Kurya","RU",4258,51.6,82.316667
"Kusa","RU",19819,55.338333,59.440556
"Kushchëvskaya","RU",29915,46.5599,39.6321
"Kushnarënkovo","RU",10650,55.105,55.350833
"Kushva","RU",34059,58.290556,59.759167
"Kusye-Aleksandrovskiy","RU",1895,58.283889,58.376389
"Kutulik","RU",5390,53.350833,102.783889
"Kuvandyk","RU",28707,51.4781,57.3552
"Kuvshinovo","RU",10960,57.029532,34.172518
"Kuyanovo","RU",3895,55.801389,54.537222
"Kuybyshevo","RU",5790,47.81228,38.907312
"Kuybyshevskiy Zaton","RU",2919,55.1593,49.1701
"Kuytun","RU",10566,54.3423,101.5094
"Kuzedeyevo","RU",3448,53.3308,87.2019
"Kuzhener","RU",5797,56.811111,48.912778
"Kuzhenkino","RU",3424,57.728333,33.9775
"Kuzhorskaya","RU",3556,44.675122,40.310318
"Kuzino","RU",3213,57.016667,59.566667
"Kuzino","RU",1423,59.776647,38.3104
"Kuzmolovskiy","RU",9676,60.109208,30.490915
"Kuznechikha","RU",3227,57.216065,42.334772
"Kuznechnoye","RU",4714,61.120041,29.868645
"Kuznetsk","RU",90481,53.11675,46.600368
"Kuzovatovo","RU",8607,53.546808,47.686588
"Kvarkeno","RU",4161,52.083333,59.725
"Kvitok","RU",3155,56.0724,98.4813
"Kyakhta","RU",18431,50.350833,106.449444
"Kyakhulay","RU",5731,42.968386,47.483007
"Kyra","RU",4452,49.5776,111.9753
"Kyren","RU",5334,51.6828,102.1408
"Kyshtovka","RU",5724,56.554983,76.627127
"Kyshtym","RU",41625,55.714,60.5528
"Kysyl-Syr","RU",3491,63.898611,122.761667
"Kytlym","RU",872,59.500494,59.201595
"Kytmanovo","RU",4183,53.4593,85.4479
"Kyzburun Pervyy","RU",5833,43.651667,43.395
"Kyzyl","RU",108241,51.7,94.45
"Kyzyl-Mazhalyk","RU",5004,51.133333,90.6
"Kyzyl-Oktyabr","RU",3603,43.825701,41.786047
"Labinsk","RU",61946,44.634167,40.735556
"Labytnangi","RU",27067,66.657222,66.418333
"Ladovskaya Balka","RU",5117,45.629649,41.402309
"Ladozhskaya","RU",14904,45.309018,39.938031
"Ladushkin","RU",3928,54.570254,20.170989
"Laishevo","RU",7744,55.404642,49.550373
"Lakhdenpokhya","RU",8448,61.519813,30.199173
"Lakinsk","RU",16706,56.01931,39.948483
"Lalsk","RU",4413,60.741459,47.586168
"Lashma","RU",1736,54.932105,41.143788
"Latnaya","RU",7232,51.6586,38.9011
"Lavrentiya","RU",1242,65.583333,-171
"Lazarev","RU",1906,52.225,141.513056
"Lazo","RU",3240,45.871944,133.655833
"Lebedinyy","RU",1213,58.483333,125.516667
"Lebedyan","RU",22970,53.019423,39.16639
"Lebyazhye","RU",4559,51.6869,80.8465
"Lebyazhye","RU",3463,57.41585,49.523024
"Lebyazhye","RU",6735,55.268889,66.494722
"Lebyazhye","RU",5572,59.961244,29.414868
"Lechinkay","RU",4334,43.564722,43.432778
"Lenina","RU",5259,46.066667,39.783333
"Leninaul","RU",7503,43.091377,46.574339
"Leningradskaya","RU",38712,46.3214,39.3877
"Leningradskiy","RU",712,69.383333,178.416667
"Leninkent","RU",13912,42.968951,47.352019
"Leninogorsk","RU",66264,54.602559,52.460871
"Leninskaya Sloboda","RU",29,56.079456,44.469434
"Leninskiy","RU",2043,58.577778,125.430556
"Leninskiy","RU",9834,54.287683,37.459257
"Leninsk-Kuznetskiy","RU",109025,54.6567,86.1737
"Leninsk","RU",1701,54.903056,59.8675
"Leninsk","RU",15167,48.702329,45.197981
"Leninskoye","RU",5323,58.316374,47.088557
"Leninskoye","RU",6827,47.935278,132.624167
"Lenki","RU",3859,52.95,80.433333
"Lensk","RU",23695,60.725278,114.927778
"Leonidovo","RU",1283,49.283333,142.866667
"Lepley","RU",3074,54.2684,42.8888
"Lermontovka","RU",4479,47.145278,134.338333
"Lermontov","RU",23369,44.106667,42.973333
"Leshukonskoye","RU",4813,64.898939,45.762196
"Leskolovo","RU",4039,60.255785,30.42893
"Lesnikovo","RU",5864,55.282222,65.3175
"Lesnoye","RU",1887,58.284064,35.515843
"Lesnoy Gorodok","RU",5056,55.638933,37.208295
"Lesnoy","RU",6915,59.780996,52.128377
"Lesnoy","RU",8689,56.066667,37.916667
"Lesnoy","RU",7335,54.2125,40.4713
"Lesnoy","RU",52322,58.636667,59.802222
"Lesnyye Polyany","RU",1731,59.003137,52.418024
"Lesnyye Polyany","RU",3695,55.966667,37.866667
"Lesogorskiy","RU",2989,61.045486,28.929376
"Lesogorsk","RU",5809,56.0458,99.5136
"Lesogorsk","RU",1061,55.097904,43.935525
"Lesosibirsk","RU",65946,58.235833,92.482778
"Lesozavodsk","RU",41779,45.479444,133.424444
"Letka","RU",2984,59.601111,49.423206
"Letnik","RU",3141,46.011,41.2657
"Letnyaya Stavka","RU",4969,45.430556,43.447222
"Levashi","RU",7817,42.430363,47.321481
"Levashovo","RU",4007,60.103688,30.20683
"Levikha","RU",3452,57.583611,59.900278
"Levokumka","RU",5651,44.231667,43.15
"Levokumskoye","RU",11377,44.821944,44.660556
"Lev Tolstoy","RU",8955,53.213439,39.446038
"Lgov","RU",23265,51.6888,35.2843
"Likhoslavl","RU",12290,57.127468,35.464037
"Likhovskoy","RU",13617,48.151882,40.179251
"Likhoy","RU",3102,48.126615,40.205559
"Liman","RU",8858,45.784572,47.224053
"Linda","RU",5489,56.615711,44.095442
"Lipetsk","RU",515659,52.603111,39.570762
"Lipin Bor","RU",3771,60.262148,37.976278
"Lipki","RU",9633,53.969938,37.70282
"Lipovtsy","RU",6581,44.158333,131.745833
"Lisiy Nos","RU",2508,60.016856,30.020082
"Listvyagi","RU",4627,53.6772,86.951
"Listvyanka","RU",1700,51.8535,104.8693
"Listvyanskiy","RU",2673,54.1493,83.7202
"Litovko","RU",2670,49.236111,135.174167
"Livadiya","RU",12652,42.869167,132.676389
"Livenka","RU",4154,50.4491,38.2959
"Livny","RU",52916,52.425344,37.606888
"Lobanovo","RU",3563,57.8595,56.3026
"Lobnya","RU",61772,56.009722,37.481944
"Lobva","RU",8403,59.185384,60.518458
"Lodeynoye Pole","RU",22164,60.726004,33.553057
"Log","RU",3695,49.484367,43.861255
"Loknya","RU",4762,56.829983,30.146647
"Lokomotivnyy","RU",10663,53.0118,60.5684
"Lokosovo","RU",3915,61.133333,74.816667
"Lokot","RU",11853,52.565,34.5776
"Lomintsevskiy","RU",4666,53.985482,37.664714
"Lomonosov","RU",36778,59.906121,29.772528
"Lomovka","RU",3178,53.919444,58.367222
"Londoko","RU",1298,49.033333,131.983333
"Lopandino","RU",1938,52.364,34.8722
"Lopatino","RU",4318,52.619487,45.811838
"Lopatinskiy","RU",14219,55.341006,38.723658
"Losevo","RU",4476,50.676667,40.045
"Losino-Petrovskiy","RU",22116,55.869594,38.200646
"Losinyy","RU",2189,57.138623,61.066631
"Lososina","RU",3151,48.997495,140.310638
"Lotoshino","RU",5623,56.234886,35.64273
"Loukhi","RU",5764,66.076158,33.047454
"Lovozero","RU",2963,68.006377,35.015892
"Loyga","RU",1618,61.078451,44.607501
"Lubyany","RU",1899,56.0378,51.400008
"Luchegorsk","RU",21833,46.476389,134.256944
"Luga","RU",40115,58.737222,29.845278
"Lugovaya","RU",3086,56.05,37.483333
"Lugovoy","RU",1994,59.733333,65.833333
"Lugovskiy","RU",617,58.061389,112.892778
"Lugovskoy","RU",2969,56.958488,64.528971
"Lukh","RU",3157,57.012421,42.258382
"Lukhovitsy","RU",32388,54.942621,39.023819
"Lukhovka","RU",8892,54.148438,45.257277
"Lukino","RU",3619,56.441832,43.629324
"Luknovo","RU",2614,56.180447,42.039867
"Lukovetskiy","RU",2701,64.2956,41.9211
"Lukovskaya","RU",5299,43.729516,44.633454
"Lukoyanov","RU",12913,55.027718,44.478653
"Lunino","RU",8214,53.591759,45.227093
"Lutkun","RU",3264,41.480838,47.685779
"Luza","RU",11936,60.630815,47.251177
"Luzino","RU",9897,54.948111,73.035312
"Lvovskiy","RU",11808,55.318722,37.523371
"Lvovskoye","RU",4771,45.007808,38.599928
"Lyambir","RU",8274,54.281716,45.124938
"Lyamino","RU",5000,58.2839,57.725
"Lyangasovo","RU",12626,58.517586,49.447176
"Lyaskelya","RU",3571,61.766667,31.016667
"Lyskovo","RU",23570,56.032821,45.042197
"Lysogorskaya","RU",10219,44.106389,43.275556
"Lysva","RU",69637,58.108611,57.805278
"Lysyye Gory","RU",7501,51.550633,44.841443
"Lytkarino","RU",50620,55.582711,37.905162
"Lyuban","RU",4494,59.35,31.216667
"Lyubertsy","RU",154653,55.677193,37.893217
"Lyubim","RU",6057,58.362504,40.684333
"Lyubinskiy","RU",10461,55.15421,72.692472
"Lyubokhna","RU",5188,53.503322,34.388469
"Lyubuchany","RU",3537,55.250876,37.549876
"Lyubytino","RU",3225,58.741737,33.502582
"Lyudinovo","RU",41392,53.866389,34.447778
"Madzhalis","RU",6173,42.121667,47.833333
"Magadan","RU",95258,59.566667,150.8
"Magan","RU",1686,62.105278,129.527778
"Magaramkent","RU",6708,41.615855,48.347965
"Magdagachi","RU",11739,53.45,125.8
"Magistralnyy","RU",7429,56.1725,107.445833
"Magnitka","RU",5784,55.3475,59.696111
"Magnitogorsk","RU",413357,53.418611,59.047222
"Mago","RU",2206,53.251389,140.182222
"Makarakskiy","RU",442,55.591944,88.028611
"Makarov","RU",6663,48.633333,142.8
"Makaryev","RU",7588,57.885008,43.804903
"Makaryevo","RU",218,56.0917,45.048806
"Makhachkala","RU",497967,42.976378,47.502356
"Makhalino","RU",5210,53.085435,46.221079
"Makkaveyevo","RU",3922,51.753252,113.9454
"Maksatikha","RU",9441,57.796946,35.882539
"Makushino","RU",9682,55.210278,67.244167
"Malakhovka","RU",18399,55.647761,38.024862
"Malaya Purga","RU",6803,56.556661,53.004343
"Malaya Serdoba","RU",4922,52.4661,44.9512
"Malaya Vishera","RU",13834,58.845383,32.222175
"Malchevskaya","RU",3922,48.98725,40.206928
"Malgobek","RU",46340,43.51118,44.588211
"Malino","RU",4327,55.111952,38.173843
"Malinovka","RU",9981,53.4171,87.278
"Malinovoye Ozero","RU",4101,51.675278,79.7825
"Malinovskiy","RU",2672,61.195278,62.839722
"Malka","RU",7220,43.803889,43.324167
"Malmyzh","RU",8990,56.5205,50.6818
"Maloarkhangelsk","RU",3905,52.400239,36.503322
"Maloshuyka","RU",3044,63.712093,37.449603
"Maloyaroslavets","RU",32669,55.014572,36.471853
"Maloyaz","RU",4773,55.1815,58.1596
"Maloye Kozino","RU",823,56.43829,43.674585
"Maloye Verevo","RU",4088,59.613611,30.172778
"Malysheva","RU",9955,57.118506,61.403446
"Malyye Derbety","RU",5822,47.954722,44.680833
"Mamakan","RU",2229,57.816111,114.002778
"Mama","RU",4239,58.310556,112.898611
"Mamedkala","RU",8965,42.167726,48.119877
"Mamonovo","RU",7271,54.464269,19.938011
"Mamontovka","RU",8817,55.980833,37.819722
"Mamontovo","RU",9275,52.7055,81.6244
"Manaskent","RU",5216,42.740204,47.691402
"Mankovo-Kalitvenskoye","RU",4207,49.397852,40.275221
"Manturovo","RU",18817,58.328889,44.764056
"Manturovo","RU",2755,51.4547,37.1282
"Marevo","RU",2571,57.314614,32.080447
"Marfino","RU",3312,46.40852,48.713981
"Marfino","RU",3687,55.702674,37.383217
"Mariinskiy Posad","RU",10199,56.114974,47.718052
"Mariinsk","RU",43122,56.213889,87.747222
"Marinskaya","RU",9065,43.8825,43.491389
"Mari-Turek","RU",5900,56.789461,49.623485
"Markha","RU",11648,62.105278,129.726944
"Markova","RU",6340,57.320556,107.088056
"Markovo","RU",1253,56.683263,40.300369
"Marks","RU",33106,51.711111,46.748611
"Maromitsa","RU",1832,59.868282,48.012274
"Martan-Chu","RU",5385,43.063663,45.562174
"Martyush","RU",4110,56.4,61.881944
"Maryanovka","RU",8302,54.961024,72.644149
"Maryanskaya","RU",10353,45.103419,38.639991
"Maslova Pristan","RU",5669,50.458736,36.740813
"Maslovka","RU",7518,51.341243,39.54086
"Maslovskiy","RU",3436,51.505732,39.293521
"Matveyevka","RU",3276,52.15,56.183333
"Matveyev Kurgan","RU",14342,47.5645,38.869468
"Mayachnyy","RU",3506,52.6839,55.685
"Maykop","RU",158453,44.607778,40.105833
"Maykopskoye","RU",4171,45.393611,40.765833
"Maykor","RU",3236,59.005856,55.879985
"Mayma","RU",15428,52.019722,85.911389
"Mayna","RU",5287,53.006389,91.483611
"Mayna","RU",7904,54.1135,47.6231
"Mayrtup","RU",10778,43.203478,46.132145
"Mayskiy","RU",7537,50.519881,36.458777
"Mayskiy","RU",27522,43.641401,44.038508
"Mayskiy","RU",2883,48.997531,140.205277
"Mayskiy","RU",12136,47.696,40.102586
"Mayskiy","RU",2055,53.962159,38.211652
"Mayskiy","RU",5224,58.102842,55.570559
"Mayya","RU",6794,61.733333,130.281111
"Mazulskiy","RU",1305,56.2042,90.3504
"Mechetinskaya","RU",6517,46.771295,40.455969
"Mednogorskiy","RU",4328,43.917804,41.182553
"Mednogorsk","RU",30676,51.4128,57.595
"Medvedevo","RU",16407,56.633885,47.804053
"Medveditskiy","RU",1475,50.785214,44.71287
"Medvedka","RU",796,58.742554,59.103584
"Medvedok","RU",2041,57.389129,50.035096
"Medvedovskaya","RU",16941,45.451511,39.024847
"Medvezhyegorsk","RU",16773,62.917131,34.456886
"Medyn","RU",7791,54.969167,35.858611
"Meget","RU",8370,52.415,104.049444
"Megion","RU",48691,61.0296,76.1136
"Mekhelta","RU",2898,42.79474,46.492378
"Melekhovo","RU",6922,56.277297,41.293457
"Melekhovskaya","RU",3346,47.48106,40.486689
"Melenki","RU",15902,55.3343,41.6295
"Meleuz","RU",65363,52.966667,55.916667
"Melioratorov","RU",5306,57.210647,65.607744
"Melnikovo","RU",9745,56.555833,84.085
"Mendeleyevo","RU",7964,56.033333,37.216667
"Mendeleyevo","RU",4270,58.166667,68.3
"Mendeleyevo","RU",3245,58.169759,54.99634
"Mendeleyevskiy","RU",9350,54.137451,37.587422
"Mendeleyevsk","RU",22970,55.908185,52.290472
"Menzelinsk","RU",16858,55.727056,53.102578
"Meshcherino","RU",4207,55.195671,38.360019
"Meshchovsk","RU",4386,54.324444,35.280833
"Mesker-Yurt","RU",11147,43.251474,45.907165
"Mesyagutovo","RU",9780,55.530278,58.252778
"Metallostroy","RU",25123,59.800833,30.547778
"Mezen","RU",3673,65.840291,44.249269
"Mezhdurechenskiy","RU",11121,59.6,65.933333
"Mezhdurechensk","RU",101028,53.694167,88.060278
"Mezhdurechensk","RU",1855,63.245556,48.553333
"Mezhdurechensk","RU",3454,53.2665,49.1116
"Mezhevoy","RU",5538,55.1413,58.7802
"Mezinovskiy","RU",2116,55.479727,40.411998
